abs_delta_rho,aligned_effect,bin,bin_hi,bin_lo,direction,direction_match,full_aligned_effect,pair_id,patch_fraction,recovery_vs_full,transfer_direction
5.85793315448346,0.2141628613239439,4,5.85793315448346,3.828641396489095,a_to_b,1,0.39190219945756377,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_F_dax_rods,0.3901573982288309,0.5464701693952448,iso_to_fictional
5.85793315448346,0.2427857402963638,4,5.85793315448346,3.828641396489095,b_to_a,1,0.31187729023305333,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_F_dax_rods,0.44230195737723593,0.7784655949618512,iso_to_fictional
1.6314168191528757,0.2362070829960743,2,2.0794415416798357,1.3862943611198906,a_to_b,1,0.47991104422311337,size-v2-fictional_semantic-p0015-Type_C_dax_rods-vs-Type_B_dax_rods,0.34080468806239994,0.4921893043292004,iso_to_fictional
1.6314168191528757,0.26156189057825885,2,2.0794415416798357,1.3862943611198906,b_to_a,1,0.5245037369250907,size-v2-fictional_semantic-p0015-Type_C_dax_rods-vs-Type_B_dax_rods,0.37738715281885343,0.4986845129296285,iso_to_fictional
1.8971199848858813,0.2522269667270254,2,2.0794415416798357,1.3862943611198906,a_to_b,1,0.5031442123013028,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_B_dax_rods,0.342615508143958,0.501301536538359,iso_to_fictional
1.8971199848858813,0.24878881271724929,2,2.0794415416798357,1.3862943611198906,b_to_a,1,0.5564127294447236,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_B_dax_rods,0.33794525064365083,0.44712998023163486,iso_to_fictional
2.938573859714042,0.21636339785607328,3,3.828641396489095,2.0794415416798357,a_to_b,1,0.40208867309804175,size-v2-fictional_semantic-p0015-Type_E_dax_rods-vs-Type_B_dax_rods,0.3644102844461412,0.5380987138708012,iso_to_fictional
2.938573859714042,0.27872501620946966,3,3.828641396489095,2.0794415416798357,b_to_a,1,0.49184438756071613,size-v2-fictional_semantic-p0015-Type_E_dax_rods-vs-Type_B_dax_rods,0.4694429069130886,0.5666934974937825,iso_to_fictional
3.66070857714724,0.21812269643991278,3,3.828641396489095,2.0794415416798357,a_to_b,1,0.3357540752443151,size-v2-fictional_semantic-p0015-Type_F_dax_rods-vs-Type_B_dax_rods,0.39036710238029193,0.6496501830430306,iso_to_fictional
3.66070857714724,0.258284176571816,3,3.828641396489095,2.0794415416798357,b_to_a,1,0.4274510630286057,size-v2-fictional_semantic-p0015-Type_F_dax_rods-vs-Type_B_dax_rods,0.46224279840953825,0.6042426815874622,iso_to_fictional
